key,title,description,assignee,type,priority,status,text
CAMEL-12648,ExchangeSentEvent not fired if no EventNotifier is accepting ExchangeSendingEvent,"Due to changes in CAMEL-11346, many processors (including SendProcessor) no longer send ExchangeSentEvent when processing is done. The StopWatch object is not created when EventHelper.notifyExchangeSending returns false. If no EventNotifier is registered to receive that event, it will be false. But an EventNotifier may still be registered to receive ExchangeSentEvent. The StopWatch should be created when there is an EventNotifier registered for ExchangeSentEvent even when ExchangeSendingEvent is not, unless those events are always required to be paired together.",davsclaus,Bug,Major,Resolved,"ExchangeSentEvent not fired if no EventNotifier is accepting ExchangeSendingEvent Due to changes in CAMEL-11346, many processors (including SendProcessor) no longer send ExchangeSentEvent when processing is done. The StopWatch object is not created when EventHelper.notifyExchangeSending returns false. If no EventNotifier is registered to receive that event, it will be false. But an EventNotifier may still be registered to receive ExchangeSentEvent. The StopWatch should be created when there is an EventNotifier registered for ExchangeSentEvent even when ExchangeSendingEvent is not, unless those events are always required to be paired together."
CAMEL-12646,camel-spring-boot - Auto configuration of complex types should be more tooling friendly,"If you have complex types like javax.sql.DataSource and wants to allow to configure this via spring boot autoconfiguration in application.properties - then the generated spring boot classes with all the options will use getter/setter of types javax.sql.DataSource. That seems correct, but the spring-boot tooling itself (that generates additional json file) will skip those as it only support primitives and string types.

So we may need to fool, and generate the getter/setter as String type as you use it for configuring it as a bean reference by id anyway, eg

camel.component.jdbc.data-source = #myDataSource

We can add in the javadoc that the type is javax.sql.DataSource.",davsclaus,Improvement,Major,Resolved,"camel-spring-boot - Auto configuration of complex types should be more tooling friendly If you have complex types like javax.sql.DataSource and wants to allow to configure this via spring boot autoconfiguration in application.properties - then the generated spring boot classes with all the options will use getter/setter of types javax.sql.DataSource. That seems correct, but the spring-boot tooling itself (that generates additional json file) will skip those as it only support primitives and string types.

So we may need to fool, and generate the getter/setter as String type as you use it for configuring it as a bean reference by id anyway, eg

camel.component.jdbc.data-source = #myDataSource

We can add in the javadoc that the type is javax.sql.DataSource."
CAMEL-12645,camel-jdbc - Allow to use default datasource from spring-boot,"Like we do in camel-sql where we lookup and use default data source if there is none configured and there is only 1. Then camel-sql and camel-jdbc is a bit similar and easier to use, such as when using spring boot.",davsclaus,Improvement,Major,Resolved,"camel-jdbc - Allow to use default datasource from spring-boot Like we do in camel-sql where we lookup and use default data source if there is none configured and there is only 1. Then camel-sql and camel-jdbc is a bit similar and easier to use, such as when using spring boot."
CAMEL-12644,Generate documentation for Spring Boot starters,We could add auto-configuration properties section to the component documentation something like that can be seen in the [spring-boot documentation|https://docs.spring.io/spring-boot/docs/1.5.14.RELEASE/reference/htmlsingle/#common-application-properties] to help the users know which properties are available in application.[properties|yaml] under what keys.,davsclaus,New Feature,Major,Resolved,Generate documentation for Spring Boot starters We could add auto-configuration properties section to the component documentation something like that can be seen in the [spring-boot documentation|https://docs.spring.io/spring-boot/docs/1.5.14.RELEASE/reference/htmlsingle/#common-application-properties] to help the users know which properties are available in application.[properties|yaml] under what keys.
CAMEL-12643,camel-rabbitmq - Inadequate information for handling catch clauses,"There are some situations that different exception types are caught, but the handling of those exceptions cannot show the differences between those types. Here are the code snippets which have this problem:
{code}
org.apache.camel.component.rabbitmq.*RabbitConsumer*.handleShutdownSignal, *Line 271*

catch (IOException | TimeoutException e)

{   log.warn(""Unable to obtain a RabbitMQ channel. Will try again"");     ...      }
{code}

It may cause confusions to the person who is reading the log, the person can not know what exception happened here and cannot distinguish if the exception type is IOException or TimeoutException. Simply adding a full stack trace is able to improve it.

 ",davsclaus,Improvement,Minor,Resolved,"camel-rabbitmq - Inadequate information for handling catch clauses There are some situations that different exception types are caught, but the handling of those exceptions cannot show the differences between those types. Here are the code snippets which have this problem:
{code}
org.apache.camel.component.rabbitmq.*RabbitConsumer*.handleShutdownSignal, *Line 271*

catch (IOException | TimeoutException e)

{   log.warn(""Unable to obtain a RabbitMQ channel. Will try again"");     ...      }
{code}

It may cause confusions to the person who is reading the log, the person can not know what exception happened here and cannot distinguish if the exception type is IOException or TimeoutException. Simply adding a full stack trace is able to improve it.

 "
CAMEL-12640,tooling - Provide character position in validation result,currently the line start and line end are provided but not the character position,davsclaus,Improvement,Minor,Resolved,tooling - Provide character position in validation result currently the line start and line end are provided but not the character position
CAMEL-12639,tooling - Provide line numbers for CamelEndpointDetails for java dsl,currently it is provided for xml dsl but not for java dsl,davsclaus,Improvement,Minor,Resolved,tooling - Provide line numbers for CamelEndpointDetails for java dsl currently it is provided for xml dsl but not for java dsl
CAMEL-12638,DefaultFluentProducerTemplate is not thread safe,"I think we have rediscovered the CAMEL-10820 bug. A body of one request gets replaced with a body of proceeding request, in our case we use *request()* method instead of *asyncSend()*.

We use camel together with spring-boot. Consider following code:

 
{code:java}
@Service
public class UseCamelService {

   private FluentProducerTemplate producer;

   @Autowired
   public UseCamelService(FluentProducerTemplate producer) {
      this.producer = producer;
   }

   public String getValueFromCamel(String body) {
      return producer.to(""route"").withBody(body).request(String.class);
   }

}
{code}
If *UseCamelService.getValueFromCamel()* gets called from two different threads it is possible for the latter one to override the body of the first one.",davsclaus,Bug,Major,Resolved,"DefaultFluentProducerTemplate is not thread safe I think we have rediscovered the CAMEL-10820 bug. A body of one request gets replaced with a body of proceeding request, in our case we use *request()* method instead of *asyncSend()*.

We use camel together with spring-boot. Consider following code:

 
{code:java}
@Service
public class UseCamelService {

   private FluentProducerTemplate producer;

   @Autowired
   public UseCamelService(FluentProducerTemplate producer) {
      this.producer = producer;
   }

   public String getValueFromCamel(String body) {
      return producer.to(""route"").withBody(body).request(String.class);
   }

}
{code}
If *UseCamelService.getValueFromCamel()* gets called from two different threads it is possible for the latter one to override the body of the first one."
CAMEL-12636,camel-jmx - Should use a thread pool for routing notifications,The handleNotification event should be a simple noop operation. But if we route in Camel then it may do many things and call external systems etc. So ideally we should have a little thread pool to process these events - eg a like a wire tap.,davsclaus,Improvement,Major,Resolved,camel-jmx - Should use a thread pool for routing notifications The handleNotification event should be a simple noop operation. But if we route in Camel then it may do many things and call external systems etc. So ideally we should have a little thread pool to process these events - eg a like a wire tap.
CAMEL-12633,camel-jmx - Add support for monitoring boolean attribute changes,"We can monitor counters, gauges and string values. But its not possible to monitor when a boolean value changes.

You cannot use the string monitor as JMX does not support that :(

So we need to add out own code to handle booleans",davsclaus,Improvement,Minor,Resolved,"camel-jmx - Add support for monitoring boolean attribute changes We can monitor counters, gauges and string values. But its not possible to monitor when a boolean value changes.

You cannot use the string monitor as JMX does not support that :(

So we need to add out own code to handle booleans"
CAMEL-12628,[doc] camel-hawtdb documentation should be updated,"The documentation for [camel-hawtdb |http://camel.apache.org/hawtdb.html]says:

{quote}
The [HawtDB|http://hawtdb.fusesource.org/] project is being deprecated and replaced by [leveldb|https://code.google.com/p/leveldb/] as the lightweight and embedable key value database. To make using leveldb easy there is a [leveldbjni|https://github.com/fusesource/leveldbjni] project for that. The Apache ActiveMQ project is planning on using leveldb as their primary file based message store in the future, to replace kahadb.
{quote}

The last part about ActiveMQ replacing KahaDB with LevelDB is out of date. 
LevelDB has been deprecated on ActiveMQ and KahaDB remains the standard persistence adapter. The top level warning on http://activemq.apache.org/leveldb-store.html. 
So I suggest to remove that sentence at minimum.

Also, I am not sure do we still recommend LevelDB as an alternative to hawtdb or would there be even better options these days? 
 

 ",davsclaus,Improvement,Major,Resolved,"[doc] camel-hawtdb documentation should be updated The documentation for [camel-hawtdb |http://camel.apache.org/hawtdb.html]says:

{quote}
The [HawtDB|http://hawtdb.fusesource.org/] project is being deprecated and replaced by [leveldb|https://code.google.com/p/leveldb/] as the lightweight and embedable key value database. To make using leveldb easy there is a [leveldbjni|https://github.com/fusesource/leveldbjni] project for that. The Apache ActiveMQ project is planning on using leveldb as their primary file based message store in the future, to replace kahadb.
{quote}

The last part about ActiveMQ replacing KahaDB with LevelDB is out of date. 
LevelDB has been deprecated on ActiveMQ and KahaDB remains the standard persistence adapter. The top level warning on http://activemq.apache.org/leveldb-store.html. 
So I suggest to remove that sentence at minimum.

Also, I am not sure do we still recommend LevelDB as an alternative to hawtdb or would there be even better options these days? 
 

 "
CAMEL-12627,Use Spring Boot autoconfigure-processor to optimize auto-configurations,"As explained in [the its reference documentation|https://github.com/spring-projects/spring-boot/blob/master/spring-boot-project/spring-boot-docs/src/main/asciidoc/spring-boot-features.adoc#autoconfigure-module], Spring Boot provides a {{spring-boot-autoconfigure-processor}}.

This should be added as an optional dependency to each module that contains AutoConfiguration classes (and the `spring.factories` file declaring them).

Once configured, this annotation processor will generate metadata at compile time and will help Spring Boot process those auto-configurations without loading the actual classes in some cases.

In this project, the several modules are declaring auto-configurations but are not using this annotation processor. Could you add it to the build files?

{code:xml}
<dependency>
 <groupId>org.springframework.boot</groupId>
 <artifactId>spring-boot-autoconfigure-processor</artifactId>
 <optional>true</optional>
</dependency>
{code}

Once added, this should generate a {{spring-autoconfigure-metadata.properties}} file in the {{target/classes/META-INF}} folder of earch module.",davsclaus,Improvement,Major,Resolved,"Use Spring Boot autoconfigure-processor to optimize auto-configurations As explained in [the its reference documentation|https://github.com/spring-projects/spring-boot/blob/master/spring-boot-project/spring-boot-docs/src/main/asciidoc/spring-boot-features.adoc#autoconfigure-module], Spring Boot provides a {{spring-boot-autoconfigure-processor}}.

This should be added as an optional dependency to each module that contains AutoConfiguration classes (and the `spring.factories` file declaring them).

Once configured, this annotation processor will generate metadata at compile time and will help Spring Boot process those auto-configurations without loading the actual classes in some cases.

In this project, the several modules are declaring auto-configurations but are not using this annotation processor. Could you add it to the build files?

{code:xml}
<dependency>
 <groupId>org.springframework.boot</groupId>
 <artifactId>spring-boot-autoconfigure-processor</artifactId>
 <optional>true</optional>
</dependency>
{code}

Once added, this should generate a {{spring-autoconfigure-metadata.properties}} file in the {{target/classes/META-INF}} folder of earch module."
CAMEL-12626,Camel Tracing is not working for route with redelivery strategy,"Camel Tracing is not being executed if there is redelivery strategy defined.
 In our context we have switched on the camel Tracer with the following:
{code:java}
    public static void main(String[] args) throws Exception {
        DefaultCamelContext context = new DefaultCamelContext();
        context.addRoutes(new RouteBuilder() {
            @Override
            public void configure() throws Exception {

                // If errorHandler with redelivery is removed then tracer output is visible again.
                errorHandler(new DefaultErrorHandlerBuilder().maximumRedeliveries(3).redeliveryDelay(2000L));

                from(""direct:start"").process(new Processor() {
                    public void process(Exchange exchange) throws Exception {
                        System.out.println(""PROCESSED"");
                    }
                });
            }
        });

        // Enable Tracer.
        context.setTracing(true);
        context.start();
        ProducerTemplate template = context.createProducerTemplate();
        template.sendBody(""direct:start"", ""foo"");
    }
{code}
We noticed that we were missing output from the tracer that we were excepting.
If you remove the errohandler with redelivery you can see the output we expected:

 
{code:java}
[main] INFO org.apache.camel.processor.interceptor.Tracer - ID-rmm-xxx-xxx-x-x >>> (route1) from(direct://start) --> Processor@0x130d63be <<< Pattern:InOnly, Headers:{breadcrumbId=ID-rmm-xxx-xxx-x-x}, BodyType:String, Body:foo
{code}
 ",davsclaus,Bug,Minor,Resolved,"Camel Tracing is not working for route with redelivery strategy Camel Tracing is not being executed if there is redelivery strategy defined.
 In our context we have switched on the camel Tracer with the following:
{code:java}
    public static void main(String[] args) throws Exception {
        DefaultCamelContext context = new DefaultCamelContext();
        context.addRoutes(new RouteBuilder() {
            @Override
            public void configure() throws Exception {

                // If errorHandler with redelivery is removed then tracer output is visible again.
                errorHandler(new DefaultErrorHandlerBuilder().maximumRedeliveries(3).redeliveryDelay(2000L));

                from(""direct:start"").process(new Processor() {
                    public void process(Exchange exchange) throws Exception {
                        System.out.println(""PROCESSED"");
                    }
                });
            }
        });

        // Enable Tracer.
        context.setTracing(true);
        context.start();
        ProducerTemplate template = context.createProducerTemplate();
        template.sendBody(""direct:start"", ""foo"");
    }
{code}
We noticed that we were missing output from the tracer that we were excepting.
If you remove the errohandler with redelivery you can see the output we expected:

 
{code:java}
[main] INFO org.apache.camel.processor.interceptor.Tracer - ID-rmm-xxx-xxx-x-x >>> (route1) from(direct://start) --> Processor@0x130d63be <<< Pattern:InOnly, Headers:{breadcrumbId=ID-rmm-xxx-xxx-x-x}, BodyType:String, Body:foo
{code}
 "
CAMEL-12610,Camel bean component invokes cached instance of bean (that impl processor) in Registry,"Related SO question: [https://stackoverflow.com/questions/51108913/camel-bean-component-invokes-cached-instance-of-named-dependent-bean]

Every invocation of bean component should query Registry for actual instance. Now it is cached in {{BeanProcessor#delegate}} variable, even if endpoint parameter {{cache=false}} specified.

This behavior breaks java-ee compliance: [https://docs.oracle.com/javaee/7/api/javax/enterprise/context/Dependent.html]
{quote}Every invocation of the [{{Context.get(Contextual, CreationalContext)}}|https://docs.oracle.com/javaee/7/api/javax/enterprise/context/spi/Context.html#get-javax.enterprise.context.spi.Contextual-javax.enterprise.context.spi.CreationalContext-] operation of the context object for the {{@Dependent}} scope returns a new instance of the given bean.
{quote}
Marking this as Major, because upgrading of Camel from 2.19.x to 2.2x.x leads to unpredictable results in CDI environment. Since this is tied to CDI environment, this issue is hard to notice even in well junit covered application and can result in major issues in pre-production or production environment.

Full reproducible project with unit test and deployable WAR package, which passes with 2.19.x and lower. Fails with 2.20.x and higher [on Github|https://github.com/bedlaj/camel-dependent-bean]. 

Attachments are based on version 2.21.1",davsclaus,Bug,Minor,Resolved,"Camel bean component invokes cached instance of bean (that impl processor) in Registry Related SO question: [https://stackoverflow.com/questions/51108913/camel-bean-component-invokes-cached-instance-of-named-dependent-bean]

Every invocation of bean component should query Registry for actual instance. Now it is cached in {{BeanProcessor#delegate}} variable, even if endpoint parameter {{cache=false}} specified.

This behavior breaks java-ee compliance: [https://docs.oracle.com/javaee/7/api/javax/enterprise/context/Dependent.html]
{quote}Every invocation of the [{{Context.get(Contextual, CreationalContext)}}|https://docs.oracle.com/javaee/7/api/javax/enterprise/context/spi/Context.html#get-javax.enterprise.context.spi.Contextual-javax.enterprise.context.spi.CreationalContext-] operation of the context object for the {{@Dependent}} scope returns a new instance of the given bean.
{quote}
Marking this as Major, because upgrading of Camel from 2.19.x to 2.2x.x leads to unpredictable results in CDI environment. Since this is tied to CDI environment, this issue is hard to notice even in well junit covered application and can result in major issues in pre-production or production environment.

Full reproducible project with unit test and deployable WAR package, which passes with 2.19.x and lower. Fails with 2.20.x and higher [on Github|https://github.com/bedlaj/camel-dependent-bean]. 

Attachments are based on version 2.21.1"
CAMEL-12609,DefaultExchangeFormatter: Make it easy to override the header and property formatting ,"To omit certain headers (or mask their values) in ExchangeFormatter, one can write a custom implementation. 

In [DefaultExchangeFormatter|[https://github.com/apache/camel/blob/apache-master/camel-core/src/main/java/org/apache/camel/processor/DefaultExchangeFormatter.java],] ... it would be nice if the header-formatting (maybe the Property formatting) was done as separate methods that we could over-ride, while keeping the rest of the functionality.

Not sure if it would be acceptable to do this without also changing the ExchangeFormatter interface to add such methods.",davsclaus,Improvement,Minor,Resolved,"DefaultExchangeFormatter: Make it easy to override the header and property formatting  To omit certain headers (or mask their values) in ExchangeFormatter, one can write a custom implementation. 

In [DefaultExchangeFormatter|[https://github.com/apache/camel/blob/apache-master/camel-core/src/main/java/org/apache/camel/processor/DefaultExchangeFormatter.java],] ... it would be nice if the header-formatting (maybe the Property formatting) was done as separate methods that we could over-ride, while keeping the rest of the functionality.

Not sure if it would be acceptable to do this without also changing the ExchangeFormatter interface to add such methods."
CAMEL-12597,camel-servlet - Add whitelist for accepted file types,"Reported on user forum

http://camel.465427.n5.nabble.com/Report-Issues-Apache-Camel-Servlet-Component-td5820710.html",davsclaus,Improvement,Major,Resolved,"camel-servlet - Add whitelist for accepted file types Reported on user forum

http://camel.465427.n5.nabble.com/Report-Issues-Apache-Camel-Servlet-Component-td5820710.html"
CAMEL-12594,Rest Producer - Query Parameters : Wrong query parameter name is used when header substitution is performed ,"CAMEL-11050 [https://github.com/apache/camel/commit/35638b280be7ca43031ea4c5d937590f30495e70]

Introduced a bug in this line 

[https://github.com/apache/camel/blob/6938a4ea6b68e295fae48f52e8e7cb2628f161a3/camel-core/src/main/java/org/apache/camel/component/rest/RestProducer.java#L409]

 

The fix is (probably) to replace the line with :

params.put(entry.getKey(), value);

 

 

 ",davsclaus,Bug,Major,Resolved,"Rest Producer - Query Parameters : Wrong query parameter name is used when header substitution is performed  CAMEL-11050 [https://github.com/apache/camel/commit/35638b280be7ca43031ea4c5d937590f30495e70]

Introduced a bug in this line 

[https://github.com/apache/camel/blob/6938a4ea6b68e295fae48f52e8e7cb2628f161a3/camel-core/src/main/java/org/apache/camel/component/rest/RestProducer.java#L409]

 

The fix is (probably) to replace the line with :

params.put(entry.getKey(), value);

 

 

 "
CAMEL-12590,Type converter confusion when camel-cxf and camel-mail are in same classpath,"The CxfRsProducer needs to find a converter to take the String body of an exchange message and turn it into an Object[]. However when camel-mail is present in the classpath the converter search method picks: 
 
 com.sun.mail.imap.SortTerm[] org.apache.camel.component.mail.MailConverters.toSortTerm(String msg) 
 
This causes the CxfRsProducer to bomb on a NoSuchMethodException. 
 
 If camel-mail is removed, the CxfRsProducer client works, finding the right String -> Object[] converter.

[Issue discussed here on Camel user mailing list|http://camel.465427.n5.nabble.com/Type-converter-misbehavior-with-camel-cxf-and-camel-mail-td5820546.html]

 ",davsclaus,Bug,Minor,Resolved,"Type converter confusion when camel-cxf and camel-mail are in same classpath The CxfRsProducer needs to find a converter to take the String body of an exchange message and turn it into an Object[]. However when camel-mail is present in the classpath the converter search method picks: 
 
 com.sun.mail.imap.SortTerm[] org.apache.camel.component.mail.MailConverters.toSortTerm(String msg) 
 
This causes the CxfRsProducer to bomb on a NoSuchMethodException. 
 
 If camel-mail is removed, the CxfRsProducer client works, finding the right String -> Object[] converter.

[Issue discussed here on Camel user mailing list|http://camel.465427.n5.nabble.com/Type-converter-misbehavior-with-camel-cxf-and-camel-mail-td5820546.html]

 "
CAMEL-12589,Surviving Header AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE affects following aggregations,"When AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE is once set true it survives current aggregation processing and affects in unexpected way following aggregation by triggering ""forceCompletionOfAllGroups()"" again

in next code snippet might be needed some additional handling when the header is true:
{code:java}
protected void doProcess(Exchange exchange) throws Exception {
...
        // check for the special header to force completion of all groups (inclusive of the message)
        boolean completeAllGroupsInclusive = exchange.getIn().getHeader(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE, false, boolean.class);
        if (completeAllGroupsInclusive) {
            forceCompletionOfAllGroups();
        }
...

{code}
this consideration is made by analysing similar behavior and lifecycle of header AGGREGATION_COMPLETE_ALL_GROUPS:
{code:java}
private List<Exchange> doAggregation(String key, Exchange newExchange) throws CamelExchangeException {
...
...        
        // check for the special exchange property to force completion of all groups
        boolean completeAllGroups = answer.getProperty(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS, false, boolean.class);
        if (completeAllGroups) {
            // remove the exchange property so we do not complete again
            answer.removeProperty(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS);
            forceCompletionOfAllGroups();
        } else if (isCompletionOnNewCorrelationGroup() && originalExchange == null) {
            // its a new group so force complete of all existing groups
            forceCompletionOfAllGroups();
        }
...
{code}",davsclaus,Bug,Major,Closed,"Surviving Header AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE affects following aggregations When AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE is once set true it survives current aggregation processing and affects in unexpected way following aggregation by triggering ""forceCompletionOfAllGroups()"" again

in next code snippet might be needed some additional handling when the header is true:
{code:java}
protected void doProcess(Exchange exchange) throws Exception {
...
        // check for the special header to force completion of all groups (inclusive of the message)
        boolean completeAllGroupsInclusive = exchange.getIn().getHeader(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS_INCLUSIVE, false, boolean.class);
        if (completeAllGroupsInclusive) {
            forceCompletionOfAllGroups();
        }
...

{code}
this consideration is made by analysing similar behavior and lifecycle of header AGGREGATION_COMPLETE_ALL_GROUPS:
{code:java}
private List<Exchange> doAggregation(String key, Exchange newExchange) throws CamelExchangeException {
...
...        
        // check for the special exchange property to force completion of all groups
        boolean completeAllGroups = answer.getProperty(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS, false, boolean.class);
        if (completeAllGroups) {
            // remove the exchange property so we do not complete again
            answer.removeProperty(Exchange.AGGREGATION_COMPLETE_ALL_GROUPS);
            forceCompletionOfAllGroups();
        } else if (isCompletionOnNewCorrelationGroup() && originalExchange == null) {
            // its a new group so force complete of all existing groups
            forceCompletionOfAllGroups();
        }
...
{code}"
CAMEL-12571,Seda component forgets URI setting when duplicates are present,"when {color:#008000}blockWhenFull=true&blockWhenFull=true {color}{color:#333333}is set twice the option is not set at all{color}

{color:#333333}it might out of context but from my point of view the last one should win (as it is in a properties file){color}

{color:#333333}of if an error should be thrown could also be welcome{color}

 

{color:#333333}I quickly adapted{color} SedaComponentConfigurationAndDocumentationTest (I know, it uses now deprecated stuff) and the result is an array of set values ( 2 in this case) and the test fails.

kind regards

G.

 ",davsclaus,Bug,Trivial,Closed,"Seda component forgets URI setting when duplicates are present when {color:#008000}blockWhenFull=true&blockWhenFull=true {color}{color:#333333}is set twice the option is not set at all{color}

{color:#333333}it might out of context but from my point of view the last one should win (as it is in a properties file){color}

{color:#333333}of if an error should be thrown could also be welcome{color}

 

{color:#333333}I quickly adapted{color} SedaComponentConfigurationAndDocumentationTest (I know, it uses now deprecated stuff) and the result is an array of set values ( 2 in this case) and the test fails.

kind regards

G.

 "
CAMEL-12567,camel-stream - Add support for configuring timeout for HTTP urls,So you can set connect and read timeouts.,davsclaus,New Feature,Major,Resolved,camel-stream - Add support for configuring timeout for HTTP urls So you can set connect and read timeouts.
CAMEL-12566,camel-stream - Add support for HTTP headers,"Asked on user forum

http://camel.465427.n5.nabble.com/url-http-streaming-issue-tp5820467.html",davsclaus,New Feature,Major,Resolved,"camel-stream - Add support for HTTP headers Asked on user forum

http://camel.465427.n5.nabble.com/url-http-streaming-issue-tp5820467.html"
